file,total_chars,preview_chars,is_truncated,preview_text
RSA Essunga 2023.pdf,40799,1000,True,"1 
 
 
 
 
 
 
 
 
Risk- och Sårbarhetsanalys  
2023-2026 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
Dokumenttyp Rapport 
Fastställd 2023-05-31 
Detta dokument gäller för Essunga kommun 
Giltighetstid Tillsvidare 
Dokumentansvarig Säkerhetssamordnare 
Dnr  


2 
 
Innehåll 
1. Sammanfattning ..................................................................................................................... 4 
2. Inledning ................................................................................................................................. 4 
2.1. Syfte och mål ................................................................................................................... 4 
3. Beskrivning av kommunen och dess geografiska område ..................................................... 5 
3.1 Näringsliv och föreningsliv .............................................................................................. 5 
3.2 Kommunens organisation ............................................."
RSA Fagersta 2015.pdf,112992,1000,True," 
 
 
 
0 
 
 
  
  
Kommunens risk- och sårbarhetsanalys 
för 2015 enligt lagkravet i lagen om 
extraordinära händelser och 
sammanställd efter kraven i 
Myndigheten för samhällsskydd och 
beredskaps föreskrifter om kommuners 
risk- och sårbarhetsanalyser. 
Risk- och 
sårbarhetsanalys 
2015 
     
 
 
Anna Nilsson, beredskapssamordnare 

 
 
 
 
1 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
Diarienr 2015.167. 168 
Antagen av Kommunstyrelsen 2015-10-13, § 238 
Antagen av Kommunfullmäktige 2015-10-26, § 129 
 
 
 
 
 
 
 
 
Ansvarig handläggare: 
Anna Nilsson 
Beredskapssamordnare  
anna.nilsson@fagersta.se 

 
 
Antagen: Kommunfullmäktige 2015-10-26 §129  Planerad uppföljning: 
Ansvarig nämnd: Kommunstyrelsen  Årligen i februari 
2 
 
Sammanfattning 
Fagersta kommun risk- och sårbarhetsanalys identifierar och analyserar risker för 
samhällsstörningar i kommunens verksamheter och inom kommunens geografiska område i 
enlighet med myndighetens för samhällsskydd och beredskaps"
RSA Fagersta 2019 Maskad.pdf,366900,1000,True," 
 
  
Diarienr. KS 2019/0251 
Upprättat datum 2019-09-02 
Ansvarig nämnd Kommunstyrelsen 
Ansvarig handläggare Beredskapssamordnaren, Anna Nilsson 
Antagen KS §248, 2019-10-08 
Reviderad  
Risk- och sårbarhetsanalys för 
mandatperioden 2019-2022 
Enligt lagen (2006:544) om extraordinära 
händelser i fredstid och höjd beredskap 
 
 
Allmän version 
 

Allmän version 
Sida | 1 
2022-02-14 
Risk- och sårbarhetsanalys för mandatperioden 2019-2022 
Sammanfattning 
 
Diarienr. KS 2019/0251 Antagen: KS § 248, 2019-10-08 
Ansvarig nämnd: Kommunstyrelsen Planerad uppföljning: Årligen i januari 
Ansvarig handläggare: Beredskapssamordnaren Reviderad:  
 
Sammanfattning 
Fagersta kommun risk- och sårbarhetsanalys identifierar och analyserar risker för samhällsstörningar i 
kommunens verksamheter och inom kommunens geografiska område i enlighet med lagen om 
kommuners och landstings åtgärder inför och vid extraordinära händelser och vid höjd beredskap samt 
Myndighetens för samhällsskydd och bered"
RSA Fagersta 2023.pdf,444577,1000,True," 
 
 
 
Diarienr. KS 2023/0115 
Upprättat datum 2023-08-08 
Ansvarig nämnd Kommunstyrelsen 
Ansvarig handläggare Beredskapssamordnaren 
Antagen KS § 229, 2023-09-05 
RISK- OCH SÅRBARHETSANALYS 
FRAMTAGEN 2023 
 
 

Risk- och sårbarhetsanalys 
  Sida | 2 
2023-08-08 
 
 
Diarienr. KS 2023/0115 Antagen: KS § 229, 2023-09-05 
Ansvarig nämnd: Kommunstyrelsen Planerad uppföljning: Årligen i januari 
Ansvarig handläggare: Beredskapssamordnaren Reviderad:  
 
Innehåll 
Inledning ......................................................................................................................................................................... 6 
Syftet med risk- och sårbarhetsanalysen................................................................................................................ 6 
Målet med kommunens arbete med risk- och sårbarhetsanalysen ............................................................... 7 
Risk- och sårbarhetsanalysens upplägg .............................."
RSA Falkenberg 2015 Maskad.pdf,60929,1000,True," 
  


2 · RISK- OCH SÅRBARHETSANALYS 2015 
 
Dokumenttyp: 
Analys 
Dokumentnamn: 
Risk- och sårbarhetsanalys 
2015 
Diarienummer: 
KS 2015-337 
Beslutad av: 
Kommunchef 
Beslutsdatum: 2015-10-
30 
Giltig till och med: 2019-10-
31 
Gäller för: 
Falkenbergs kommun 
Dokumentansvarig 
avdelning: Räddningstjänsten 
Väst 
Senast reviderad: 
Innehållsförteckning 

RISK- OCH SÅRBARHETSANALYS 2015 · 3  
Sammanfattning .................................................... 4 
Begrepp och förkortningar ................................... 4 
Inledning ............................................................... 6  
Bakgrund 
....................................................................6  Mål 
..............................................................................6  
Metod 
..........................................................................6 
  Verktyg 
.......................................................................7 
 Riskanalys 
....................................."
RSA Falkenberg 2019 Maskad.pdf,70301,1000,True," 
  
  
  
  
  
  
  
  
  
  
  
Risk- och sårbarhetsanalys  
2019  
  
Diarienummer 
KS 2019/450  
Fastställt av  
Kommunchef  
Datum för fastställande 
2019-10-24  
Dokumenttyp  
Plan  
Dokumentet gäller för  
Alla kommunens nämnder och bolag  
Giltighetstid 4 
år  
Revideringsansvarig  
Kommunchef  
Revideringsintervall Genomgång 
varje år  
Reviderad datum  

 
Dokumentansvarig (funktion)  
Säkerhetsutvecklare,  
Räddningstjänsten Väst  
Uppföljningsansvarig och tidsplan Respektive 
nämnd/bolag   
  
Sammanfattning  
Enligt 2 kap. 1§ i lagen om kommuners och landstings åtgärder inför och vid extraordinära 
händelser i fredstid och höjd beredskap (SFS 2006:544) är kommunen skyldig att analysera vilka 
extraordinära händelser i fredstid som kan inträffa i kommunen och hur de kan påverka den egna 
verksamheten. Enligt 4§ i MSBs föreskrifter om kommuners risk- och sårbarhetsanalyser 
(MSBFS 2015:5) ska kommunerna lämna in en rapport i form av en risk- och sårbarhetsanalys 
under det "
RSA Falkenberg 2023 Maskad.pdf,57934,1000,True,"Diarienummer 
KS 2023/381 
Fastställt av 
Kommundirektör 
Datum för fastställande 
2023-10-02 
Dokumenttyp 
Plan 
Dokumentet gäller för 
Alla kommunens nämnder och bolag 
Giltighetstid 
4 år 
Revideringsansvarig 
Kommundirektör 
Revideringsintervall 
Genomgång varje år 
Reviderad datum 
Dokumentansvarig  
Säkerhetschef 
Uppföljningsansvarig och tidsplan 
Respektive nämnd/bolag 
 
 
Falkenbergs kommun 
Risk- och 
sårbarhetsanalys 
2023 
2023-09-26 


1 
Sammanfattning 
Enligt 2 kap. 1§ i lagen om kommuners och landstings åtgärder inför och vid extraordinära händelser i 
fredstid och höjd beredskap (SFS 2006:544) är kommunen skyldig att analysera vilka extraordinära 
händelser i fredstid som kan inträffa i kommunen och hur de kan påverka den egna verksamheten. 
Enligt 4§ i MSBs föreskrifter om kommuners risk- och sårbarhetsanalyser (MSBFS 2015:5) ska 
kommunerna lämna in en rapport i form av en risk- och sårbarhetsanalys under det första 
kalenderåret efter ordinarie val till kommunfullm"
RSA Färgelanda 2015.pdf,13476,1000,True,"2015-09-21 
Analys av Färgelanda kommuns risker och sårbarhet  
FÄRGELANDA 
KOMMUN RISK- OCH SÅRBARHETSANALYS 
 


 
[RISK- OCH SÅRBARHETSANALYS]  
 
1 
 
 
Innehållsförteckning 
Sammanfattning .................................................................................................................... 2 
Övergripande beskrivning av kommunen ............................................................................. 4 
Beskrivning av arbetsprocesser och metod .......................................................................... 6 
Identifiering samhällsviktig verksamhet inom kommunens geografiska område ................ 7 
Identifierade kritiska beroenden för kommunens samhällsviktiga verksamhet ................... 8 
Identifierade och analyserade risker för kommunen och kommuns geografiska område ... 9 
Beskrivning av identifierade sårbarheter och brister i krisberedskap inom kommunen 
och dess geografiska område .........................................................."
RSA Färgelanda 2019 Maskad.pdf,37364,1000,True,"0 
 
 
 
  
Risk- och 
sårbarhetsanalys 
Färgelanda kommun 
 
Antagen av kommunfullmäktige 2019-10-09 § 107                                                   
Dnr KS 2019/274                                                                                                           
Delar av analysen är sekretessmarkerad enligt OSL 18 kap 13 § 
 
2019 
Elisabet Niklasson 
Färgelanda Kommun 
2019-09-05 

1 
 
 
 
Sammanfattning 
Enligt lag (2006:544) om kommuners och landstings åtgärder inför och vid extraordinära händelser i fredstid 
och höjd beredskap är kommunen skyldig att analysera vilka extraordinära händelser i fredstid som kan inträffa 
i kommunen och hur dessa kan påverka den egna verksamheten. Resultatet av arbetet ska sammanställas i en 
risk- och sårbarhetsanalys.  
Risk- och sårbarhetsanalysen ska bland annat vara ett underlag för planering av och genomförande av åtgärder 
för att öka förmågan hos kommunen att bedriva samhällsviktig verksamhet. 
Målet för risk- och sårbarhet"
RSA Färgelanda 2023 Maskad.pdf,37171,1000,True,"1 
Risk- och sårbarhetsanalys 
Färgelanda Kommun  
 2023-2026 
Dokumenttyp 
Analys 
Dokumentnamn 
Risk- och 
sårbarhetsanalys 
Antagen Antagen av 
Dokumentägare Dokumentansvarig Reviderad Giltighet 
Dokumentinformation Diarienummer 
Ämnesområde Intranät Hemsida 
Andra regelverk som omnämns 

Risk- och sårbarhetsanalys 
Innehållsförteckning 
Inledning .............................................................................................4 
1. Beskrivning av Färgelanda kommun ..........................................5 
1.1 Övergripande beskrivning av Färgelanda kommun och dess 
geografiska område ........................................................................6 
1.2 Kommunens organisation .........................................................7 
1.3 Krisledningsnämnd ....................................................................8 
1.4 Övrigt .........................................................................................8 
2. Beskrivning av arbetsprocess o"
RSA Filipstad 2015.pdf,101495,1000,True,"    
   
                                                                 1 
 
 
 
 
 
 
RISK- OCH SÅRBARHETSANALYS 
   2015-2018 
                         Om det otänkbara blir verklighet … 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
Analys av kommunens risker och sårbarheter och planering för säkerhet 
 
 
 
 
 
 
  
 
Sammanställd av Michael Björklund, Säkerhetssamordnare 
 
             Antagen av Filipstads kommunstyrelse KS § 148, 16 dec 2015 
 
 
 
 
 
*ersätter Filipstads kommuns risk- och sårbarhetsanalys från år 2012. 
                                                      
 

    
    
   _____________________________________________________________________________                                                                     
                                                                       2                    2   
 
    
 
SAMMANFATTNING 
 
Varje kommun ska enligt lag (2006:544) om kommuners och landstings åtgärder inför och 
vid extraordinära händelser i fr"
RSA Filipstad 2024.pdf,104871,1000,True," 
 
Risk- och sårbarhetsanalys 
                   2024–2027 
Om det otänkbara blir verklighet … 
 
 
 
 
 
 
 
 
      
 
 
Analys av kommunens risker, sårbarheter och planering för säkerhet 
                             Sammanställd av Michael Björklund, Säkerhetssamordnare 
                          Antagen av Filipstads kommun Kommunstyrelse 2023-09-27 § 83  
 
 
          ersätter Filipstad kommuns risk- och sårbarhetsanalys från år 2020. 
 
 
 


Sida 2 av 48 
 
 
filipstad.se • kommun@filipstad.se • 0590-611 00 • Box 303, 682 27 Filipstad 
SAMMANFATTNING 
Varje kommun ska enligt lag (2006:544) om kommuners och regioners åtgärder inför 
och vid extraordinära händelser i fredstid och höjd beredskap inventera, identifiera och 
analysera sina risker och sårbarheter i en sammanställd risk- och sårbarhetsanalys. 
Risk- och sårbarhetsanalysen utgör grunden för kommunens krisberedskap. 
Vad kommunens risk- och sårbarhetsanalys ska innehålla samt hur och när den ska 
redovisas till län"
RSA Flen 2023.pdf,117862,1000,True,"   
 
 
 
 
 
RISK- OCH SÅRBARHETSANALYS 2023: 
FLENS KOMMUN 
 
 


  
 
1 av 53 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
Titel: Risk- och sårbarhetsanalys 2023 Flens kommun 
Beslutad: 2023-10-XX 
Diarienummer: KS/2023:140 
Kontaktperson: Beredskapssamordnare 
E-post: flenskommun@flen.se 


  
 
2 av 53 
 
Förord 
Flens kommun sammanställer vart fjärde år en lokal risk -och sårbarhetsanalys i enighet med lag 
(2006:544) om kommuner och regioners åtgärder inför och vid extraordinära händelser i fredstid och 
höjd beredskap.  
 
Denna rapport är en är en reviderad version av den senast rapporterade risk - och sårbarhets-
analysen. Rapporten bygger på tidigare arbeten och analyser som redovisats, samt nya bedömningar 
och insikter. 
 
Sedan den senaste upprättade risk - och sårbarhetsanalysen har inte bara Sverige, utan världen 
kantrats av både pandemi och Rysslands invasion av Ukraina.  
 
Flens kommun har ett geografiskt områdesansv"
RSA Forshaga 2015 Maskad.pdf,23364,1000,True,"Sammanställd av säkerhetsavdelningen på Räddningstjänsten Karlstadsregionen 
med diarienummer 220.2015.00350. 
Fastställd av kommunfullmäktige i Forshaga kommun 2015-08-25 
med diarienummer KS-2015/176. 


Sid 3(38) 
Inledning 
Säkerhetsavdelningen i Karlstadsregionens räddningstjänstförbund arbetar 
på uppdrag av kommunerna med kommunernas krisberedskap. Arbetet styrs 
av lagen (2006:544) om kommuners och landstings åtgärder inför och vid 
extraordinära händelser i fredstid och vid höjd beredskap (LEH). 
För varje ny mandatperiod ska kommunens risk- och sårbarhetsanalys (RSA) 
revideras. Myndigheten för samhällsskydd och beredskap (MSB) har 
utfärdat föreskrifter (MSBFS2015:5) för hur RSAn ska disponeras. 
Föreliggande RSA följer MSB föreskrifter. 
Vid identifiering av risker har Ett första steg mot en nationell 
riskbedömning, MSB nationella riskidentifiering 2011 använts. 
Föreskrifterna och den nationella riskidentifieringen finns publicerade på 
www.msb.se. 
I RSAn används olika ä"
RSA Forshaga 2019 Maskad.pdf,22010,1000,True,"Sid 1 (34) 
Risk- och sårbarhetsanalys 
2019-2022 
Forshaga kommun 
Rapporterad till KS 2019-11-19 
Sammanställd av säkerhetsavdelningen 
Karlstadsregionens räddningstj änstförbund 
(dnr 2019-000128) 
Räddningstjänsten Karlstadsregionen 
Postadress 
653 40 Karlstad 
Webbplats 
raddningkarlstad.se 
Besöksadress 
Räddningscenter 
Sand bäcken 
E-post 
raddningstjansten@karlstad.se 
Telefon Fax Säte 
054-540 28 80 054-18 83 57 Karlstad 
Organisationsnr 
222000-1230 
Bankgiro 
5520-8169 


Sid 3(34) 
Inledning 
Säkerhetsavdelningen i Karlstadsregionens räddningstjänstförbund arbetar 
på uppdrag av medlemskommunerna med medlemskommunernas kris­ 
beredskap. Arbetet styrs av lagen (2006:544) om kommuners och landstings 
åtgärder inför och vid extraordinära händelser i fredstid och vid höjd 
beredskap (LEH). 
Lagen föreskriver att kommunen, för varje ny mandatperiod ska samman­ 
ställa en risk- och sårbarhetsanalys (RSA). Myndigheten för samhällsskydd 
och beredskap (MSB) har utfärdat föreskrif"
